review_text,star_rating,timestamp,clean_text,normalized_text,sentiment,aspects
"Bagus bgt, kurir juga ramah recommended seller.",4,2026-07-24 09:14:08,bagus bgt kurir juga ramah recommended seller,bagus banget kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"skincare bagus, packing aman pake bubble wrap.",5,2026-04-30 13:14:08,skincare bagus packing aman pake bubble wrap,skincare bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Pengirimannya lama banget, kurir lambat, baju penyok.",1,2026-01-31 06:14:08,pengirimannya lama banget kurir lambat baju penyok,pengiriman lama banget kurir lambat baju penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"Kurir lambat, skincare hancur pas sampai ga pake bubble wrap.",1,2025-11-08 18:14:08,kurir lambat skincare hancur pas sampai ga pake bubble wrap,kurir lambat skincare hancur pas sampai tidak pakai bubble wrap,Negative,"Shipping/Delivery,Packaging/Condition"
"Pengiriman cepat banget, skincare original.",5,2026-09-20 09:14:08,pengiriman cepat banget skincare original,pengiriman cepat banget skincare original,Positive,"Shipping/Delivery,Product Quality"
"jam tangan bgs, packing aman pake bubble wrap.",5,2025-11-28 19:14:08,jam tangan bgs packing aman pake bubble wrap,jam tangan bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Gpp lah, agak lama tapi jam tangan masih utuh.",3,2026-02-24 02:14:08,gpp lah agak lama tapi jam tangan masih utuh,tidak apa-apa lah agak lama tapi jam tangan masih utuh,Neutral,"Shipping/Delivery,Product Quality"
"Pengiriman cepat bgt, skincare original.",4,2026-03-18 00:14:08,pengiriman cepat bgt skincare original,pengiriman cepat banget skincare original,Positive,"Shipping/Delivery,Product Quality"
"Admin ramah responnya cepat, baju sesuai deskripsi.",5,2025-10-07 10:14:08,admin ramah responnya cepat baju sesuai deskripsi,admin ramah responnya cepat baju sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Bagus bgt, abang kurir juga ramah recommended seller.",5,2026-06-17 12:14:08,bagus bgt abang kurir juga ramah recommended seller,bagus banget abang kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"jam tangan bgs, packing aman pake bubble wrap.",5,2026-02-03 04:14:08,jam tangan bgs packing aman pake bubble wrap,jam tangan bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Pengiriman cepat bgt, baju original.",5,2026-06-16 11:14:08,pengiriman cepat bgt baju original,pengiriman cepat banget baju original,Positive,"Shipping/Delivery,Product Quality"
"Pengirimannya lama banget, kurir lambat, baju penyok.",2,2025-11-14 08:14:08,pengirimannya lama banget kurir lambat baju penyok,pengiriman lama banget kurir lambat baju penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"sepatu cacat, packing rusak dan bocor.",2,2025-11-24 09:14:08,sepatu cacat packing rusak dan bocor,sepatu cacat pengemasan rusak dan bocor,Negative,"Packaging/Condition,Product Quality"
"Pengirimannya lama banget, kurir lambat, hp penyok.",2,2026-03-31 07:14:08,pengirimannya lama banget kurir lambat hp penyok,pengiriman lama banget kurir lambat hp penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"sepatu bagus, packing aman pake bubble wrap.",5,2025-11-11 10:14:08,sepatu bagus packing aman pake bubble wrap,sepatu bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Admin ramah responnya cepat, sepatu sesuai deskripsi.",4,2026-04-16 07:14:08,admin ramah responnya cepat sepatu sesuai deskripsi,admin ramah responnya cepat sepatu sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Mantap, hp kualitasnya original juara.",5,2026-01-17 06:14:08,mantap hp kualitasnya original juara,mantap hp kualitasnya original juara,Positive,Product Quality
"Pengirimannya lama bgt, abang kurir lambat, tas penyok.",2,2026-06-20 15:14:08,pengirimannya lama bgt abang kurir lambat tas penyok,pengiriman lama banget abang kurir lambat tas penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"Pengiriman cepat bgt, skincare original.",5,2025-10-14 17:14:08,pengiriman cepat bgt skincare original,pengiriman cepat banget skincare original,Positive,"Shipping/Delivery,Product Quality"
"Bagus bgt, abang kurir juga ramah recommended seller.",5,2026-07-16 07:14:08,bagus bgt abang kurir juga ramah recommended seller,bagus banget abang kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"skincare sampai dengan selamat, original sih tapi pengirimannya lambat.",3,2025-10-17 14:14:08,skincare sampai dengan selamat original sih tapi pengirimannya lambat,skincare sampai dengan selamat original sih tapi pengiriman lambat,Neutral,"Shipping/Delivery,Product Quality"
"Admin ramah responnya cepat, jam tangan sesuai deskripsi.",4,2026-07-15 23:14:08,admin ramah responnya cepat jam tangan sesuai deskripsi,admin ramah responnya cepat jam tangan sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Biasa aja, pengirimannya standar.",3,2026-01-24 05:14:08,biasa aja pengirimannya standar,biasa aja pengiriman standar,Neutral,Shipping/Delivery
"Mantap, hp kualitasnya original juara.",5,2026-03-16 13:14:08,mantap hp kualitasnya original juara,mantap hp kualitasnya original juara,Positive,Product Quality
"Mantap, baju kualitasnya original juara.",5,2025-12-08 06:14:08,mantap baju kualitasnya original juara,mantap baju kualitasnya original juara,Positive,Product Quality
"Pengiriman cepat bgt, tas original.",4,2026-09-11 19:14:08,pengiriman cepat bgt tas original,pengiriman cepat banget tas original,Positive,"Shipping/Delivery,Product Quality"
"Kurir lambat, tas hancur pas sampai ga pake bubble wrap.",1,2026-05-12 21:14:08,kurir lambat tas hancur pas sampai ga pake bubble wrap,kurir lambat tas hancur pas sampai tidak pakai bubble wrap,Negative,"Shipping/Delivery,Packaging/Condition"
"Pengirimannya lama bgt, abang kurir lambat, skincare penyok.",2,2026-09-14 02:14:08,pengirimannya lama bgt abang kurir lambat skincare penyok,pengiriman lama banget abang kurir lambat skincare penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"Pengiriman cepat bgt, jam tangan original.",5,2026-03-11 12:14:08,pengiriman cepat bgt jam tangan original,pengiriman cepat banget jam tangan original,Positive,"Shipping/Delivery,Product Quality"
"Bagus bgt, abang kurir juga ramah recommended seller.",5,2026-02-23 16:14:08,bagus bgt abang kurir juga ramah recommended seller,bagus banget abang kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Admin ramah responnya cepat, baju sesuai deskripsi.",5,2026-01-30 11:14:08,admin ramah responnya cepat baju sesuai deskripsi,admin ramah responnya cepat baju sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"jam tangan cacat, packing rusak dan bocor.",2,2026-03-13 10:14:08,jam tangan cacat packing rusak dan bocor,jam tangan cacat pengemasan rusak dan bocor,Negative,"Packaging/Condition,Product Quality"
"Admin ramah responnya cepat, jam tangan sesuai deskripsi.",5,2026-07-19 12:14:08,admin ramah responnya cepat jam tangan sesuai deskripsi,admin ramah responnya cepat jam tangan sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Pengiriman cepat bgt, sepatu original.",5,2025-11-16 05:14:08,pengiriman cepat bgt sepatu original,pengiriman cepat banget sepatu original,Positive,"Shipping/Delivery,Product Quality"
"hp cacat, packing rusak dan bocor.",2,2025-12-17 21:14:08,hp cacat packing rusak dan bocor,hp cacat pengemasan rusak dan bocor,Negative,"Packaging/Condition,Product Quality"
"Mantap, jam tangan kualitasnya original juara.",5,2026-04-09 20:14:08,mantap jam tangan kualitasnya original juara,mantap jam tangan kualitasnya original juara,Positive,Product Quality
"Admin ramah responnya cepat, skincare sesuai deskripsi.",5,2026-08-13 01:14:08,admin ramah responnya cepat skincare sesuai deskripsi,admin ramah responnya cepat skincare sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"baju bgs, packing aman pake bubble wrap.",5,2026-06-19 18:14:08,baju bgs packing aman pake bubble wrap,baju bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Bagus bgt, kurir juga ramah recommended seller.",5,2026-07-10 03:14:08,bagus bgt kurir juga ramah recommended seller,bagus banget kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Pengiriman cepat banget, tas original.",5,2026-08-16 10:14:08,pengiriman cepat banget tas original,pengiriman cepat banget tas original,Positive,"Shipping/Delivery,Product Quality"
"Admin ramah responnya cepat, jam tangan sesuai deskripsi.",5,2025-09-24 03:14:08,admin ramah responnya cepat jam tangan sesuai deskripsi,admin ramah responnya cepat jam tangan sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
skincare lumayan lah buat harga segini.,3,2026-04-02 05:14:08,skincare lumayan lah buat harga segini,skincare lumayan lah buat harga segini,Neutral,General
"Admin ramah responnya cepat, sepatu sesuai deskripsi.",4,2026-02-13 18:14:08,admin ramah responnya cepat sepatu sesuai deskripsi,admin ramah responnya cepat sepatu sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Gpp lah, agak lama tapi sepatu masih utuh.",3,2026-08-22 16:14:08,gpp lah agak lama tapi sepatu masih utuh,tidak apa-apa lah agak lama tapi sepatu masih utuh,Neutral,"Shipping/Delivery,Product Quality"
"Admin acuh, respon lambat, tas sepertinya tiruan.",2,2025-11-14 21:14:08,admin acuh respon lambat tas sepertinya tiruan,admin acuh respon lambat tas sepertinya tiruan,Negative,"Shipping/Delivery,Product Quality,Customer Service"
"skincare cacat, packing rusak dan bocor.",2,2026-01-23 21:14:08,skincare cacat packing rusak dan bocor,skincare cacat pengemasan rusak dan bocor,Negative,"Packaging/Condition,Product Quality"
"Admin ramah responnya cepat, hp sesuai deskripsi.",5,2026-08-14 14:14:08,admin ramah responnya cepat hp sesuai deskripsi,admin ramah responnya cepat hp sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Kurir lambat, jam tangan hancur pas sampai ga pake bubble wrap.",2,2026-08-10 14:14:08,kurir lambat jam tangan hancur pas sampai ga pake bubble wrap,kurir lambat jam tangan hancur pas sampai tidak pakai bubble wrap,Negative,"Shipping/Delivery,Packaging/Condition"
"skincare bagus, packing aman pake bubble wrap.",5,2025-12-31 22:14:08,skincare bagus packing aman pake bubble wrap,skincare bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Mantap, jam tangan kualitasnya original juara.",4,2026-08-29 16:14:08,mantap jam tangan kualitasnya original juara,mantap jam tangan kualitasnya original juara,Positive,Product Quality
"Mantap, baju kualitasnya original juara.",4,2025-11-22 20:14:08,mantap baju kualitasnya original juara,mantap baju kualitasnya original juara,Positive,Product Quality
"Sesuai harga, skincare cukup oke, admin biasa aja.",3,2026-03-31 03:14:08,sesuai harga skincare cukup oke admin biasa aja,sesuai harga skincare cukup oke admin biasa aja,Neutral,Customer Service
"Gpp lah, agak lama tapi jam tangan masih utuh.",3,2026-09-13 18:14:08,gpp lah agak lama tapi jam tangan masih utuh,tidak apa-apa lah agak lama tapi jam tangan masih utuh,Neutral,"Shipping/Delivery,Product Quality"
"Gpp lah, agak lama tapi hp masih utuh.",3,2026-02-20 12:14:08,gpp lah agak lama tapi hp masih utuh,tidak apa-apa lah agak lama tapi hp masih utuh,Neutral,"Shipping/Delivery,Product Quality"
"Bagus bgt, abang kurir juga ramah recommended seller.",5,2025-12-17 14:14:08,bagus bgt abang kurir juga ramah recommended seller,bagus banget abang kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Pengiriman cepat banget, sepatu original.",5,2025-12-24 00:14:08,pengiriman cepat banget sepatu original,pengiriman cepat banget sepatu original,Positive,"Shipping/Delivery,Product Quality"
"Admin ramah responnya cepat, baju sesuai deskripsi.",5,2026-09-15 21:14:08,admin ramah responnya cepat baju sesuai deskripsi,admin ramah responnya cepat baju sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Pengirimannya lama banget, kurir lambat, skincare penyok.",1,2026-08-01 12:14:08,pengirimannya lama banget kurir lambat skincare penyok,pengiriman lama banget kurir lambat skincare penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"Biasa aja, pengiriman standar.",3,2026-02-09 01:14:08,biasa aja pengiriman standar,biasa aja pengiriman standar,Neutral,Shipping/Delivery
"Kurir lambat, skincare hancur pas sampai ga pake bubble wrap.",1,2026-07-03 02:14:08,kurir lambat skincare hancur pas sampai ga pake bubble wrap,kurir lambat skincare hancur pas sampai tidak pakai bubble wrap,Negative,"Shipping/Delivery,Packaging/Condition"
"Kecewa, hp cacat tidak sesuai gambar.",2,2026-08-29 17:14:08,kecewa hp cacat tidak sesuai gambar,kecewa hp cacat tidak sesuai gambar,Negative,Product Quality
"Mantap, hp kualitasnya original juara.",4,2026-03-28 21:14:08,mantap hp kualitasnya original juara,mantap hp kualitasnya original juara,Positive,Product Quality
"Admin ramah responnya cepat, skincare sesuai deskripsi.",5,2026-05-22 06:14:08,admin ramah responnya cepat skincare sesuai deskripsi,admin ramah responnya cepat skincare sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Admin ramah responnya cepat, jam tangan sesuai deskripsi.",5,2026-04-04 16:14:08,admin ramah responnya cepat jam tangan sesuai deskripsi,admin ramah responnya cepat jam tangan sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Bagus bgt, kurir juga ramah recommended seller.",4,2026-01-13 20:14:08,bagus bgt kurir juga ramah recommended seller,bagus banget kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Gpp lah, agak lama tapi sepatu masih utuh.",3,2026-01-25 13:14:08,gpp lah agak lama tapi sepatu masih utuh,tidak apa-apa lah agak lama tapi sepatu masih utuh,Neutral,"Shipping/Delivery,Product Quality"
"sepatu bgs, packing aman pake bubble wrap.",4,2025-11-22 15:14:08,sepatu bgs packing aman pake bubble wrap,sepatu bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Bagus bgt, kurir juga ramah recommended seller.",5,2025-11-12 23:14:08,bagus bgt kurir juga ramah recommended seller,bagus banget kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Mantap, skincare kualitasnya original juara.",5,2025-11-14 01:14:08,mantap skincare kualitasnya original juara,mantap skincare kualitasnya original juara,Positive,Product Quality
"Bagus bgt, abang kurir juga ramah recommended seller.",5,2026-04-04 17:14:08,bagus bgt abang kurir juga ramah recommended seller,bagus banget abang kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Kurir lambat, tas hancur pas sampai ga pake bubble wrap.",1,2025-10-27 07:14:08,kurir lambat tas hancur pas sampai ga pake bubble wrap,kurir lambat tas hancur pas sampai tidak pakai bubble wrap,Negative,"Shipping/Delivery,Packaging/Condition"
"skincare sampai dengan selamat, original sih tapi pengiriman lambat.",3,2026-08-18 23:14:08,skincare sampai dengan selamat original sih tapi pengiriman lambat,skincare sampai dengan selamat original sih tapi pengiriman lambat,Neutral,"Shipping/Delivery,Product Quality"
"Pengiriman cepat bgt, baju original.",5,2026-07-22 12:14:08,pengiriman cepat bgt baju original,pengiriman cepat banget baju original,Positive,"Shipping/Delivery,Product Quality"
"Admin acuh, respon lambat, jam tangan sepertinya tiruan.",2,2026-06-30 12:14:08,admin acuh respon lambat jam tangan sepertinya tiruan,admin acuh respon lambat jam tangan sepertinya tiruan,Negative,"Shipping/Delivery,Product Quality,Customer Service"
"Pengirimannya lama banget, kurir lambat, skincare penyok.",2,2025-12-08 00:14:08,pengirimannya lama banget kurir lambat skincare penyok,pengiriman lama banget kurir lambat skincare penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"skincare cacat, packing rusak dan bocor.",2,2025-12-06 21:14:08,skincare cacat packing rusak dan bocor,skincare cacat pengemasan rusak dan bocor,Negative,"Packaging/Condition,Product Quality"
"jam tangan bagus, packing aman pake bubble wrap.",5,2026-07-24 00:14:08,jam tangan bagus packing aman pake bubble wrap,jam tangan bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
